cnpj;razao_social;nome_fantasia;end_logradouro;end_numero;end_complemento;end_bairro;mun_descricao;end_uf;end_cep;telefone1;telefone2;telefone3;qtde_func;faixa_faturamento;cnae;cnae_denominacao;pri_produto;e-mail;site;principal_executivo;cargo;cadastro;atualizacao;Endereço;geolocalizacao;latitude;longitude
02.748.342/0004-62;Industria Baiana de Colchoes e Espumas Ltda;Flexcoil;Via Urbana;1141;Galpao 02 Lado Leste;CIA Sul;Simoes Filho;BA;43700000;(71) 2106-8000;(71) 2106-8075;(71) 2106-8016;202;50.000.001,00 a 100.000.000,00;C3104700;Fabricação de colchões;Mola, Travesseiro;analista.contabilba@ortobom.com.br;www.ortobom.com.br;Alan Dias Cerqueira;Diretor Administrativo;2015-11-30 00:00:00;2022-12-27 00:00:00;Via Urbana, 1141, Galpao 02 Lado Leste, CIA Sul, Simoes Filho, BA;Vila CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.82923;-38.4081945
92.475.250/0008-72;Multinova Industria de Embalagens Plasticas Ltda;Multinova;Via das Torres;657;Galpao 1;CIA Sul;Simoes Filho;BA;43700000;(71) 3594-8566;;;44;12.000.001,00 a 25.000.000,00;C2222600;Fabricação de embalagens de material plástico;Plastico bolha, Manta em polietileno expandido;fiscalrs@multinova.ind.br;www.multinova.ind.br;Julio Mugnol;Diretor Superintendente;2016-08-18 00:00:00;2023-04-18 00:00:00;Via das Torres, 657, Galpao 1, CIA Sul, Simoes Filho, BA;Via das Torres, 657 - CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.8377349;-38.4285436
21.820.732/0001-06;Usina Massa Top Argamassas e Revestimentos Ltda;Massa Top;Via Urbana;2479;;CIA Sul;Simoes Filho;BA;43700000;(71) 3309-3265;(71) 99999-6180;;47;720.001,00 a 1.500.000,00;C2330305;Preparação de massa de concreto e argamassa para construção;Massa de concreto, Argamassa;administrativo@massatop.com.br;www.massatop.com.br;Sandro Jose Ramos Duques;Socio Administrador;2017-03-27 00:00:00;2022-11-11 00:00:00;Via Urbana, 2479, CIA Sul, Simoes Filho, BA;Vila CIA Sul, 2479, Simões Filho - BA, 43700-000, Brazil;-12.8252263;-38.4057998
14.850.457/0001-08;Veiga Gases Ltda;Veiga Gases;Acesso Industrial de Aratu, Qd 04 Lts 11 e 12, Sesfi;S/N;;CIA Sul;Simoes Filho;BA;43700000;(71) 3594-9048;(71) 3594-9656;(71) 3594-9388;29;1.500.001,00 a 3.000.000,00;C2014200;Fabricação de gases industriais;Envasamento de gas;financeiro@veigagases.com.br;;Manuel Veiga Peleteiro Filho;Proprietario;2017-05-04 00:00:00;2022-03-24 00:00:00;Acesso Industrial de Aratu, Qd 04 Lts 11 e 12, Sesfi, S/N, CIA Sul, Simoes Filho, BA;Simões Filho - State of Bahia, Brazil;-12.7863553;-38.40216119999999
67.734.053/0002-98;B.R.A. Industrial Eireli;B. R. A.;Via Dica Anel III;1051;Qd 10 Lote 04;CIA Sul;Simoes Filho;BA;43700000;(71) 3173-8383;(11) 4591-8060;(11) 2385-1763;37;720.001,00 a 1.500.000,00;C1733800;Fabricação de chapas e de embalagens de papelão ondulado;Caixa de papelao;lucianobondezan@braindustrial.com;www.braindustrial.com;Kleber Campos;Gerente Administrativo Financeiro;2017-06-02 00:00:00;2023-05-11 00:00:00;Via Dica Anel III, 1051, Qd 10 Lote 04, CIA Sul, Simoes Filho, BA;Simões Filho - State of Bahia, Brazil;-12.7863553;-38.40216119999999
07.387.388/0001-74;Brain Storm Manutencao Industrial Especializada Ltda;Brain Storm Representacoes e Servicos;Rua Vivaldo Paim 1;532;Alegre;CIA Sul;Simoes Filho;BA;43700000;(71) 3394-1099;(71) 3396-3337;;7;120.001,00 a 720.000,00;C2815102;Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos;Caixa de transmissao, Vetor automotivo, Manutencao de equipamento industrial;;;Sandoval da Silva Gama;Socio;2017-06-16 00:00:00;2022-08-22 00:00:00;Rua Vivaldo Paim 1, 532, Alegre, CIA Sul, Simoes Filho, BA;R. Vivaldo Pain, 1 - 532, Simões Filho - BA, 43700-000, Brazil;-12.8371526;-38.3996005
13.536.632/0004-69;Nordex Energy Brasil - Comercio e Industria de Equipamentos Ltda;Nordex Energy Brasil;Via das Torres;646;;CIA Sul;Simoes Filho;BA;43700000;(71) 3295-5218;(11) 3047-2900;(11) 3047-2914;184;0,00 a 120.000,00;C2811900;Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários;Montagem de geradores eolicos;lcampos@nordex-online.com;https://www.nordex-online.com/en/brazil/;Felipe Ferreira Ramalho;Diretor Presidente;2017-08-03 00:00:00;2022-05-02 00:00:00;Via das Torres, 646, CIA Sul, Simoes Filho, BA;Via das Torres, 646 - CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.8383619;-38.4255431
72.273.436/0002-46;Isoplast Industria e Comercio de Plasticos Ltda;Isoplast;Via Periferica I;2669;Galpao 3/6;CIA Sul;Simoes Filho;BA;43700000;(71) 3295-5100;;;140;6.000.001,00 a 12.000.000,00;C2229399;Fabricação de artefatos de material plástico para outros usos não especificados anteriormente;Isopor plastico, Forro;adm01.ba@isoplast.ind.br;www.isoplast.ind.br;Paulo Augusto de Carvalho Ferreira ;Socio Administrador;2017-08-14 00:00:00;2023-10-24 00:00:00;Via Periferica I, 2669, Galpao 3/6, CIA Sul, Simoes Filho, BA;Via Periferica I, 2669, Simões Filho - BA, 43700-000, Brazil;-12.8237182;-38.41761750000001
13.315.158/0001-00;D'AB Quimica Ltda;D'AB Quimica;Via Centro;4284;CIESF BL 18-B;CIA Sul;Simoes Filho;BA;43700000;(71) 99104-1152;;;5;120.001,00 a 720.000,00;C2093200;Fabricação de aditivos de uso industrial;Produtos quimicos para tratamento de agua;dabquimica@hotmail.com;www.dabquimica.com.br;Ricardo de Oliveira Barreto;Socio;2017-08-31 00:00:00;2023-09-08 00:00:00;Via Centro, 4284, CIESF BL 18-B, CIA Sul, Simoes Filho, BA;Via Centro, 4284, Cia Sul, Simões Filho - BA, 43700-000, Brazil;-12.8095896;-38.428106
26.183.428/0001-00;Impermacx Industria de Argamassas Eireli;Impermacx;Rua Dr Adalberto Ferreira de Paula;303;Lote 6A-6B, Rancho Alegre;CIA Sul;Simoes Filho;BA;43700000;(71) 3082-4353;(71) 3082-4384;(71) 3394-1368;32;6.000.001,00 a 12.000.000,00;C2330305;Preparação de massa de concreto e argamassa para construção;Massa corrida, Rejunte, Argamassa;controllerba@macxplus.com.br;www.macxplus.com.br;Harold Mac Milian Araujo Ferreira da Silva;Socio Administrador;2017-09-27 00:00:00;2022-10-21 00:00:00;Rua Dr Adalberto Ferreira de Paula, 303, Lote 6A-6B, Rancho Alegre, CIA Sul, Simoes Filho, BA;Simões Filho - State of Bahia, Brazil;-12.7863553;-38.40216119999999
14.526.388/0001-73;Acopla Industria de Maquinas e Equipamentos Ltda;Acopla;Via das Torres;646;Galpao 8;CIA Sul;Simoes Filho;BA;43700000;(71) 3594-1100;(71) 98802-1131;;23;6.000.001,00 a 12.000.000,00;C2829199;Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios;Estrutura metalica, Tanque de armazenamento, Silo, Trocador de calor, Caldeiraria leve e pesada, Vaso de pressao, Peca para forno;acopla@acopla.com.br;www.acopla.com.br;Alberto Canovas Filho;Socio Gerente;2000-07-26 00:00:00;2023-04-25 00:00:00;Via das Torres, 646, Galpao 8, CIA Sul, Simoes Filho, BA;Via das Torres, 646 - CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.8383619;-38.4255431
02.748.342/0001-10;Industria Baiana de Colchoes e Espumas Ltda;Colchoes Ortobom;Via Urbana;1141;;CIA Sul;Simoes Filho;BA;43700000;(71) 2106-8042;(71) 2106-8016;;433;100.000.001,00 a 250.000.000,00;C3104700;Fabricação de colchões;Colchao de espuma, de mola, ortopedico, Base para colchao, Cabeceira, Travesseiro, Laminado, Bloco;analista.contabilba@ortobom.com.br;www.ortobom.com.br;Alan Dias Cerqueira;Diretor Administrativo;2000-07-26 00:00:00;2022-12-27 00:00:00;Via Urbana, 1141, CIA Sul, Simoes Filho, BA;Vila CIA Sul, 1141, Simões Filho - BA, 43700-000, Brazil;-12.8252263;-38.4057998
07.196.033/0025-75;Norsa Refrigerantes S/A;Norsa Solar;Via Urbana, QD 02 Km 3,5;S/N;;CIA Sul;Simoes Filho;BA;43700000;(71) 3432-8754;(71) 3432-8743;(71) 3432-8721;683;250.000.001,00 a 500.000.000,00;C1122401;Fabricação de refrigerantes;Refrigerante;lusantana@solarbr.com.br;www.solarbr.com.br;Andre Sales;CEO;2000-08-24 00:00:00;2023-06-09 00:00:00;Via Urbana, QD 02 Km 3,5, S/N, CIA Sul, Simoes Filho, BA;Simões Filho - State of Bahia, Brazil;-12.7863553;-38.40216119999999
59.791.962/0017-16;Engepack Embalagens Sao Paulo S/A;Engepack Embalagens;Quadra 03 do SESFI;S/N;;CIA Sul;Simoes Filho;BA;43700000;(71) 2102-3420;(71) 2102-3419;(71) 2102-3462;269;500.000.001,00 a 1.000.000.000,00;C2222600;Fabricação de embalagens de material plástico;Preforma PET;lajana@engepack.com.br;www.engepack.com.br;Lucio Jose Santos Junior;Diretor Superintendente;2000-08-28 00:00:00;2023-04-25 00:00:00;Quadra 03 do SESFI, S/N, CIA Sul, Simoes Filho, BA;Vila CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.82923;-38.4081945
01.561.279/0001-45;Bomix Industria de Embalagens Ltda;Bomix;Via das Torres;162;;CIA Sul;Simoes Filho;BA;43700000;(71) 3215-8600;;;536;500.000.001,00 a 1.000.000.000,00;C2222600;Fabricação de embalagens de material plástico;Baldes plasticos industriais de 3,2L a 20L, suas derivacoes e componentes;alexandrerosario@bomix.com.br;www.bomix.com.br;Miguel Luiz Rosario Lorenzo;Presidente;2000-09-13 00:00:00;2023-04-03 00:00:00;Via das Torres, 162, CIA Sul, Simoes Filho, BA;Via das Torres, 162, Simões Filho - BA, 43700-000, Brazil;-12.8413622;-38.4278692
02.614.487/0001-28;Gash Industria de Estruturas Pre Moldados e EPS Ltda;Gash;Acesso A;174;;CIA Sul;Simoes Filho;BA;43700000;(71) 3378-5466;(71) 3378-1204;;51;720.001,00 a 1.500.000,00;C2330301;Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda;EPS-Poliestireno Expandido, Pre-moldados;guilherme@refran.com.br;www.refran.com.br;Guilherme Moura Costa e Costa;Socio Diretor;2000-09-13 00:00:00;2022-08-18 00:00:00;Acesso A, 174, CIA Sul, Simoes Filho, BA;Vila CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.82923;-38.4081945
02.036.823/0001-00;Brisa Industria de Tecidos Tecnologicos S/A;Brisa;Rod BA-526 Km 01;S/N;Estrada CIA/Aeroporto;CIA Sul;Simoes Filho;BA;43700000;(71) 3390-4500;(71) 3390-4501;;150;100.000.001,00 a 250.000.000,00;C1354500;Fabricação de tecidos especiais, inclusive artefatos;Forro sintetico, Cabedal sintetico, Cabedal esportivo PU/PVC;brisa@ecobrisa.com;www.ecobrisa.com;Jose Claudio Blos;Diretor Estatutario;2000-09-22 00:00:00;2024-01-02 00:00:00;Rod BA-526 Km 01, S/N, Estrada CIA/Aeroporto, CIA Sul, Simoes Filho, BA;BA-526, KM 01 - S/N - CIA SUL, Simões Filho - BA, 43700-000, Brazil;-12.8247503;-38.39474999999999
15.107.410/0002-94;Fabrica de Biscoitos Tupy S/A;Biscoitos Tupy;Via Periferica I;569;;CIA Sul;Simoes Filho;BA;43700000;(71) 3594-9186;(71) 3594-9373;(71) 2103-6950;68;6.000.001,00 a 12.000.000,00;C1092900;Fabricação de biscoitos e bolachas;Biscoito;reginaldoadm.tupy@uol.com.br;www.biscoitostupy.com.br;Antonio Ricardo Alvarez Alban;Diretor Financeiro;2000-09-23 00:00:00;2023-08-14 00:00:00;Via Periferica I, 569, CIA Sul, Simoes Filho, BA;Via Periferica I, 569 - Cia Sul, Simões Filho - BA, 43700-000, Brazil;-12.825761;-38.4104
15.150.006/0001-12;Andequip - Locacao de Maquinas e Equipamentos Ltda;Andequip;Via Periferica Waldyr Beira;1275;;CIA Sul;Simoes Filho;BA;43700000;(71) 3246-3305;(71) 98802-5211;;14;120.001,00 a 720.000,00;F4399102;Montagem e desmontagem de andaimes e outras estruturas temporárias;Andaime, Escora, Toldo, Estrutura metalica, Balancim manual;andequip@andequip.com.br;www.andequip.com.br;Luis Henrique Lopes Coutinho;Proprietario;2000-10-06 00:00:00;2023-01-20 00:00:00;Via Periferica Waldyr Beira, 1275, CIA Sul, Simoes Filho, BA;Vila CIA Sul, 1275, Simões Filho - BA, 43700-000, Brazil;-12.8252263;-38.4057998
34.117.523/0001-34;Aquageo Projetos e Perfuracoes Ltda;Aquageo;Via Centro;2361;;CIA Sul;Simoes Filho;BA;43700000;(71) 3271-7179;;;12;3.000.001,00 a 6.000.000,00;F4399105;Perfuração e construção de poços de água;Obra de perfuracao de poco tubular para agua, Estudo geofisico e hidrogeologico, Construcao de piezometros;aquageo@aquageo.com.br;www.aquageo.com.br;Jose Mauro Passos Amancio;Socio Gerente;2000-10-06 00:00:00;2023-12-06 00:00:00;Via Centro, 2361, CIA Sul, Simoes Filho, BA;Via Centro, Simões Filho - BA, 43700-000, Brazil;-12.8199377;-38.4146153
00.175.936/0001-53;Iso Industria de Saboes e Oleos Ltda;Iso Saboes;Av Ipitanga, Lote 12-B;S/N;Distrito 245, Cx Postal 3055;CIA Sul;Simoes Filho;BA;43700000;(71) 3594-7268 ;(71) 3199-6691;;8;720.001,00 a 1.500.000,00;C2061400;Fabricação de sabões e detergentes sintéticos;Sabao marmorizado, Sabao extrusado, Sabao de coco;industrial@isosaboes.com.br;;Donato Cuozzo;Socio Gerente;2000-10-06 00:00:00;2023-11-30 00:00:00;Av Ipitanga, Lote 12-B, S/N, Distrito 245, Cx Postal 3055, CIA Sul, Simoes Filho, BA;Vila CIA Sul, 3055, Simões Filho - BA, 43700-000, Brazil;-12.8252263;-38.4057998
07.275.159/0003-20;Petroleo e Lubrificantes do Nordeste S/A Petrolusa;Petrolusa;Via das Torres;S/N;;CIA Sul;Simoes Filho;BA;43700000;(71) 3418-6868;(71) 98112-4860;(71) 3418-6866;18;3.000.001,00 a 6.000.000,00;C2073800;Fabricação de impermeabilizantes, solventes e produtos afins;Solvente (tiner), Graxa, Oleo protetor antiferrugem;petrolusa@petrolusabahia.com.br;www.petrolusa.com.br;Suzana Barros Ribeiro Lima;Gerente Geral;2001-08-15 00:00:00;2023-10-30 00:00:00;Via das Torres, S/N, CIA Sul, Simoes Filho, BA;Via das Torres, Simões Filho - BA, 43700-000, Brazil;-12.8306796;-38.4241588
03.435.931/0001-00;Physioaligned Industria e Comercio Ltda;Physio Pilates;Acesso A;286;;CIA Sul;Simoes Filho;BA;43700000;(71) 3443-0600;(71) 3443-0616;(71) 3443-0606;21;3.000.001,00 a 6.000.000,00;C3101200;Fabricação de móveis com predominância de madeira;Equipamento de pilates para condicionamento fisico e fisioterapia;thaise.barreto@gmail.com;www.physiopilates.com;Claudio Cesar Figueiredo Soares;Diretor Presidente;2002-01-15 00:00:00;2023-06-05 00:00:00;Acesso A, 286, CIA Sul, Simoes Filho, BA;Ac. A, 286 - Lot. Jardim Renatao, Simões Filho - BA, 43700-000, Brazil;-12.7598389;-38.4004263
04.722.483/0001-99;Arco Produtos Quimicos e Comercio Ltda;Arco;Rua Vivaldo Paim;295;Lt 01 Alegre Ville;CIA Sul;Simoes Filho;BA;43700000;(71) 3394-1725;(71) 3394-1518;(71) 98787-1006;5;120.001,00 a 720.000,00;C2062200;Fabricação de produtos de limpeza e polimento;Lustra moveis, Amaciante, Cera, Limpa-vidros, Desengraxante, Limpa-pneus, Aromatizante de ambiente, Xampu automotivo, Desodorizante;arcoprodutos@hotmail.com;www.arcoprodutosquimicos.com;Patricia Goes Braga;Socia Gerente;2002-02-18 00:00:00;2023-05-30 00:00:00;Rua Vivaldo Paim, 295, Lt 01 Alegre Ville, CIA Sul, Simoes Filho, BA;R. Vivaldo Pain, 295 - 01, Simões Filho - BA, 43700-000, Brazil;-12.8412348;-38.4022202
03.753.419/0001-02;Lugger Brasil Fabricacao de Moveis Ltda;Lugger;Via Periferica I;6821;Fundo do Tamina Park;CIA Sul;Simoes Filho;BA;43700000;(71) 3594-8016;(71) 3594-7085;(71) 99125-4138;7;720.001,00 a 1.500.000,00;C3102100;Fabricação de móveis com predominância de metal;Estrutura porta-paletes, Arquivo deslizante, Estante de aco, Mezanino, Sistema de aquecimento em geral;atendimento@lugger.com.br;;Luis Fernando Souza da Cruz;Gerente;2002-03-08 00:00:00;2023-03-10 00:00:00;Via Periferica I, 6821, Fundo do Tamina Park, CIA Sul, Simoes Filho, BA;Via periferica I, 6821, Simões Filho - BA, 43700-000, Brazil;-12.8394732;-38.4154107
33.868.720/0001-22;Industria e Comercio de Madeira Confianca Ltda;Pallets Confianca;Via Centro;531;Galpao;CIA Sul;Simoes Filho;BA;43700000;(71) 3594-9106 ;(71) 3594-9080;;19;1.500.001,00 a 3.000.000,00;C1623400;Fabricação de artefatos de tanoaria e de embalagens de madeira;Palete de madeira com tratamento fitossanitario;mconfianca@gmail.com;;Sueli Teixeira Oliveira Amorim;Socia;2000-09-14 00:00:00;2022-07-27 00:00:00;Via Centro, 531, Galpao, CIA Sul, Simoes Filho, BA;Via Centro, Simões Filho - BA, 43700-000, Brazil;-12.8199377;-38.4146153
04.665.804/0001-60;Immec Industria Metalurgica, Manutencao e Comercio Ltda;IMMEC;Via Urbana;2199;;CIA Sul;Simoes Filho;BA;43700000;(71) 3594-7397;(71) 3594-7192;;10;1.500.001,00 a 3.000.000,00;C2822402;Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios;Grab/Clam Shell, Spreader manual, Spreader automatico, Top spreader hidraulico telescopico, Garfo hidraulico, Garra hidraulica;immec@immec.com.br;www.immec.com.br;Joao Manuel Esteves e Silva;Socio Gerente;2002-10-02 00:00:00;2023-12-07 00:00:00;Via Urbana, 2199, CIA Sul, Simoes Filho, BA;Vila CIA Sul, 2199, Simões Filho - BA, 43700-000, Brazil;-12.8252263;-38.4057998
00.635.247/0001-84;Teman Engenharia e Manutencao Ltda;Teman;Acesso A;S/N;;CIA Sul;Simoes Filho;BA;43700000;(71) 3377-1495 ;(71) 3301-6837;(71) 98334-1603;40;3.000.001,00 a 6.000.000,00;C2511000;Fabricação de estruturas metálicas;Montagem industrial, Manutencao industrial, Estrutura metalica, Tubulacao, Fabricacao de equipamentos, Parada programada de planta industrial, Recuperacao de equipamentos, Desenvolvimento de novos equipamentos, Cobertura e telhado metalico;jwilson@teman.com.br;www.teman.com.br;Jose Wilson Alves de Andrade;Socio Administrador;2007-06-26 00:00:00;2023-12-29 00:00:00;Acesso A, S/N, CIA Sul, Simoes Filho, BA;Simões Filho - State of Bahia, Brazil;-12.7863553;-38.40216119999999
02.271.463/0004-66;Cromex S/A;Cromex;Av Periferica I;4312;Parte B;CIA Sul;Simoes Filho;BA;43700000;(71) 2104-9500;(71) 98390-5575;(11) 99835-1627;188;250.000.001,00 a 500.000.000,00;C2031200;Fabricação de resinas termoplásticas;Masterbatch, Composto termoplastico;marketing@cromex.com.br;www.cromex.com.br;Sergio Wajsbrot;Presidente;2007-07-13 00:00:00;2022-12-02 00:00:00;Av Periferica I, 4312, Parte B, CIA Sul, Simoes Filho, BA;Via Periferica I, 4312, Simões Filho - BA, 43700-000, Brazil;-12.8237182;-38.41761750000001
07.062.116/0001-02;Baplast Industria e Comercio de Plasticos Ltda;Baplast;Anel I DICA Quadra 04 Lote 06;S/N;;CIA Sul;Simoes Filho;BA;43700000;(71) 99723-0667;;;5;120.001,00 a 720.000,00;C2222600;Fabricação de embalagens de material plástico;Sacola, Sacaria, Rotulo, Bobina (picotada, tecnica), Saco de fardo, Impresso para alimento;vilma@baplast.com.br;;Joao Ramalho de Souza Neto;Socio Proprietario;2007-08-07 00:00:00;2023-06-26 00:00:00;Anel I DICA Quadra 04 Lote 06, S/N, CIA Sul, Simoes Filho, BA;Simões Filho - State of Bahia, Brazil;-12.7863553;-38.40216119999999
09.632.195/0001-67;Voga Quimica Ltda;Festcor Tintas;Via das Torres;646;Galpao 8;CIA Sul;Simoes Filho;BA;43700000;(71) 3594-7305;(71) 98134-7816;;26;12.000.001,00 a 25.000.000,00;C2071100;Fabricação de tintas, vernizes, esmaltes e lacas;Selador, Cola PVA, Massa corrida, Tinta PVA e acrilica, Resina acrilica, Tinta de marcacao, Esmalte sintetico, Verniz, Zarcao, Textura lisa e rustica, Massa acrilica;arlene@festcor.com.br;;Arlene Aparecida Vilpert;Socia Proprietaria;2009-05-29 00:00:00;2023-07-18 00:00:00;Via das Torres, 646, Galpao 8, CIA Sul, Simoes Filho, BA;Via das Torres, 646 - CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.8383619;-38.4255431
05.388.956/0001-26;ITR Industria de Transformacao de Rochas Ltda;ITR;Via Ipitanga;S/N;;CIA Sul;Simoes Filho;BA;43700000;(71) 3330-4150 ;(71) 3594-4550;(71) 99914-4050;7;120.001,00 a 720.000,00;C2391503;Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras;Soleira, Peitoril, Bancada, Pia;adm@itrrochas.com.br;;Lucio Manoel de Oliveira;Socio Administrador;2009-08-07 00:00:00;2023-03-27 00:00:00;Via Ipitanga, S/N, CIA Sul, Simoes Filho, BA;Via Ipitanga, Simões Filho - BA, 43700-000, Brazil;-12.8419257;-38.4299882
05.468.431/0001-09;Ecocast Industria Mecanica Ltda;Ecocast;Rotatoria Lomanto;300;;CIA Sul;Simoes Filho;BA;43700000;(71) 3082-9559;(71) 3082-9508;(71) 3082-9505;38;6.000.001,00 a 12.000.000,00;C2451200;Fundição de ferro e aço;Carcaco valvula direcional, Pinhao, Difusor bomba, Fundido esfera;contato@ecocast.ind.br;www.ecocast.ind.br;Wagner Rogerio Marques da Silva;Socio Administrador;2008-10-23 00:00:00;2023-10-04 00:00:00;Rotatoria Lomanto, 300, CIA Sul, Simoes Filho, BA;Vila CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.82923;-38.4081945
04.400.335/0001-58;LTM Brasil Servicos Ambientais Ltda;LTM Brasil;Via Periferica de Penetracao A;810;;CIA Sul;Simoes Filho;BA;43700000;(71) 3342-3333;;;3;1.500.001,00 a 3.000.000,00;E3821100;Tratamento e disposição de resíduos não-perigosos;Engenharia ambiental, Coleta e tratamento de residuos;landes.cerqueira@ltmbrasil.com.br;www.herabrasil.com.br;Enrique Abellan Marichalar;Responsavel Legal;2009-03-04 00:00:00;2024-01-17 00:00:00;Via Periferica de Penetracao A, 810, CIA Sul, Simoes Filho, BA;Vila CIA Sul, 810, Simões Filho - BA, 43700-000, Brazil;-12.8252263;-38.4057998
02.751.657/0001-16;1001 Metalurgica Eireli;1001 Metalurgica;Via Urbana - Anexo 1;2199;;CIA Sul;Simoes Filho;BA;43700000;(71) 3594-7223 ;(71) 3594-7226;;10;120.001,00 a 720.000,00;C2511000;Fabricação de estruturas metálicas;Estrutura metalica em geral;carlosrsmiranda@uol.com.br;;Carlos Roberto Soares de Miranda;Socio Diretor;2009-03-16 00:00:00;2022-08-03 00:00:00;Via Urbana - Anexo 1, 2199, CIA Sul, Simoes Filho, BA;Vila CIA Sul, 2199, Simões Filho - BA, 43700-000, Brazil;-12.8252263;-38.4057998
00.496.586/0012-80;Sonoco do Brasil Ltda;Sonoco;Via DICA Qd 5 Lotes 3 e 4;S/N;;CIA Sul;Simoes Filho;BA;43700000;(71) 2141-1303;;;49;25.000.001,00 a 50.000.000,00;C1733800;Fabricação de chapas e de embalagens de papelão ondulado;Tubo de papelao, Tubete de papelao;ricardo.soares@sonoco.com;www.sonoco.com.br;Ricardo Santana Soares;Supervisor de Operacoes;2003-06-06 00:00:00;2023-05-16 00:00:00;Via DICA Qd 5 Lotes 3 e 4, S/N, CIA Sul, Simoes Filho, BA;Vila CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.82923;-38.4081945
76.726.223/0006-07;Guanabara Industrias Quimicas Ltda;Guanabara;Via Centro;5156;;CIA Sul;Simoes Filho;BA;43700000;(71) 99273-3261;(71) 3392-3811;;73;1.500.001,00 a 3.000.000,00;C2099199;Fabricação de outros produtos químicos não especificados anteriormente;Vela, Pedra sanitaria, Sabao em po, Cera liquida, Naftalina, Desumidificador;admguanabara@hotmail.com;www.guanabara.ind.br;Maria Alice Wenningkamp;Socia Gerente;2003-06-26 00:00:00;2023-04-17 00:00:00;Via Centro, 5156, CIA Sul, Simoes Filho, BA;Via Centro, 5156, Simões Filho - BA, 43700-000, Brazil;-12.8196215;-38.4158574
05.276.528/0001-01;Dipawa Nordeste Industria Comercio e Construtora Ltda;Dipawa Nordeste;Via Centro;4164;;CIA Sul;Simoes Filho;BA;43700000;(71) 3594-2250;;;102;12.000.001,00 a 25.000.000,00;C2521700;Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central;Reservatorio de agua metalico;comercial.nordeste@dipawa.com.br;www.dipawa.com.br;Luiz Eduardo Bressiane Estort;Socio Administrador;2005-01-06 00:00:00;2022-07-28 00:00:00;Via Centro, 4164, CIA Sul, Simoes Filho, BA;Via Centro, 4164, Simões Filho - BA, 43700-000, Brazil;-12.8196215;-38.4158574
03.636.350/0001-37;Italsofa Nordeste S/A;Natuzzi Group;Via Urbana;838;;CIA Sul;Simoes Filho;BA;43700000;(71) 3594-3100;(71) 3594-3179;(71) 3594-3121;196;50.000.001,00 a 100.000.000,00;C3103900;Fabricação de móveis de outros materiais, exceto madeira e metal;Estofado com armacao de madeira, Estofado de madeira transformado em cama;lmsantos@natuzzi.com;www.natuzzi.com;Ottavio Milano;Diretor Presidente;2005-01-25 00:00:00;2023-12-05 00:00:00;Via Urbana, 838, CIA Sul, Simoes Filho, BA;Vila CIA Sul, 838, Simões Filho - BA, 43700-000, Brazil;-12.8252263;-38.4057998
08.488.131/0001-71;Bahia Alimentacao Eireli;Bahia Alimentacao;Via Dica Anel 3;S/N;Qd 6 Lote 07 B;CIA Sul;Simoes Filho;BA;43700000;(71) 98867-4700;;;47;3.000.001,00 a 6.000.000,00;C1091101;Fabricação de produtos de panificação Industrial;Paes diversos, Salgados diversos;"mac.paes@terra.com.br; mac.pedidos@terra.com.br";;Maria Aparecida Dantas da Silva;Socia Administradora;2007-05-07 00:00:00;2023-06-26 00:00:00;Via Dica Anel 3, S/N, Qd 6 Lote 07 B, CIA Sul, Simoes Filho, BA;Vila CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.82923;-38.4081945
01.301.612/0005-00;T&A Construcao Pre-Fabricados S/A;T&A Pre-Fabricados;Via das Torres;1985;;CIA Sul;Simoes Filho;BA;43700000;(71) 3594-3700;;;244;25.000.001,00 a 50.000.000,00;C2330301;Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda;Viga, Sapata, Bloco de concreto 14x19x39, Pilar, Meio-fio, Muro, Placa de contencao, Laje alveolar;tea@tea.com.br;www.tea.com.br;Jose Joaquim de Almeida Neto;Presidente;2007-03-07 00:00:00;2022-08-19 00:00:00;Via das Torres, 1985, CIA Sul, Simoes Filho, BA;Via das Torres, 1985, Simões Filho - BA, 43700-000, Brazil;-12.8186819;-38.4212454
